country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,gujarat,surat,2008,Surat2008,44.6875,2008,gujarat,249480,394570.2384,surat,0.29
India,gujarat,surat,2009,Surat2009,27.588236,2009,gujarat,284732,450323.7659,surat,0.29
India,gujarat,surat,2010,Surat2010,41.400002,2010,gujarat,315892,499605.5064,surat,0.29
India,gujarat,surat,2011,Surat2011,85.050003,2011,gujarat,336886,532809,surat,0.29
India,gujarat,surat,2012,Surat2012,85.533333,2012,gujarat,596659,596659,surat,0.29
India,gujarat,surat,2013,Surat2013,66.615387,2013,gujarat,641489,641489,surat,0.29
India,gujarat,surat,2014,Surat2014,69.666664,2014,gujarat,705629,705629,surat,0.29
India,gujarat,surat,2015,Surat2015,58,2015,gujarat,774775,774775,surat,0.29
India,gujarat,surat,2016,Surat2016,49.882355,2016,gujarat,843930,843930,surat,0.29
India,gujarat,surat,2017,Surat2017,36.332561,2017,gujarat,946511,946511,surat,0.29
India,gujarat,surat,2018,Surat2018,78,2018,gujarat,1034399,1034399,surat,0.29
India,gujarat,surendranagar,2000,Surendranagar2000,309.05264,2000,gujarat,86431,187486.0647,surendranagar,0.33
India,gujarat,surendranagar,2001,Surendranagar2001,,2001,gujarat,93455,202722.5206,surendranagar,0.33
India,gujarat,surendranagar,2002,Surendranagar2002,,2002,gujarat,101603,220397.1565,surendranagar,0.33
India,gujarat,surendranagar,2003,Surendranagar2003,,2003,gujarat,118525,257104.3471,surendranagar,0.33
India,gujarat,surendranagar,2004,Surendranagar2004,358.26666,2004,gujarat,125599,272449.2629,surendranagar,0.33
India,gujarat,surendranagar,2005,Surendranagar2005,156.36842,2005,gujarat,197270,311996.4363,surendranagar,0.33
India,gujarat,surendranagar,2006,Surendranagar2006,242.8421,2006,gujarat,213954,338383.3605,surendranagar,0.33
India,gujarat,surendranagar,2007,Surendranagar2007,119.59091,2007,gujarat,239253,378395.5156,surendranagar,0.33
India,gujarat,surendranagar,2008,Surendranagar2008,120.59091,2008,gujarat,249480,394570.2384,surendranagar,0.33
India,gujarat,surendranagar,2009,Surendranagar2009,162.05882,2009,gujarat,284732,450323.7659,surendranagar,0.33
India,gujarat,surendranagar,2010,Surendranagar2010,529.86957,2010,gujarat,315892,499605.5064,surendranagar,0.33
India,gujarat,surendranagar,2011,Surendranagar2011,350.46429,2011,gujarat,336886,532809,surendranagar,0.33
India,gujarat,surendranagar,2012,Surendranagar2012,325.79166,2012,gujarat,596659,596659,surendranagar,0.33
India,gujarat,surendranagar,2013,Surendranagar2013,229.06451,2013,gujarat,641489,641489,surendranagar,0.33
India,gujarat,surendranagar,2014,Surendranagar2014,130.04546,2014,gujarat,705629,705629,surendranagar,0.33
India,gujarat,surendranagar,2015,Surendranagar2015,118.5,2015,gujarat,774775,774775,surendranagar,0.33
India,gujarat,surendranagar,2016,Surendranagar2016,100.64,2016,gujarat,843930,843930,surendranagar,0.33
India,gujarat,surendranagar,2017,Surendranagar2017,147.73267,2017,gujarat,946511,946511,surendranagar,0.33
India,gujarat,surendranagar,2018,Surendranagar2018,180.91304,2018,gujarat,1034399,1034399,surendranagar,0.33
India,gujarat,tapi,2000,Tapi2000,35.285713,2000,gujarat,86431,187486.0647,tapi,
India,gujarat,tapi,2001,Tapi2001,,2001,gujarat,93455,202722.5206,tapi,
India,gujarat,tapi,2002,Tapi2002,,2002,gujarat,101603,220397.1565,tapi,
India,gujarat,tapi,2003,Tapi2003,,2003,gujarat,118525,257104.3471,tapi,
India,gujarat,tapi,2004,Tapi2004,9.181818,2004,gujarat,125599,272449.2629,tapi,
India,gujarat,tapi,2005,Tapi2005,30.916666,2005,gujarat,197270,311996.4363,tapi,
India,gujarat,tapi,2006,Tapi2006,35.444443,2006,gujarat,213954,338383.3605,tapi,
India,gujarat,tapi,2007,Tapi2007,24.555555,2007,gujarat,239253,378395.5156,tapi,
India,gujarat,tapi,2008,Tapi2008,28.444445,2008,gujarat,249480,394570.2384,tapi,
India,gujarat,tapi,2009,Tapi2009,18.5,2009,gujarat,284732,450323.7659,tapi,
India,gujarat,tapi,2010,Tapi2010,36.111111,2010,gujarat,315892,499605.5064,tapi,
India,gujarat,tapi,2011,Tapi2011,31.666666,2011,gujarat,336886,532809,tapi,
India,gujarat,tapi,2012,Tapi2012,73.571426,2012,gujarat,596659,596659,tapi,
India,gujarat,tapi,2013,Tapi2013,38.714287,2013,gujarat,641489,641489,tapi,
India,gujarat,tapi,2014,Tapi2014,51.916668,2014,gujarat,705629,705629,tapi,
India,gujarat,tapi,2015,Tapi2015,19.4,2015,gujarat,774775,774775,tapi,
India,gujarat,tapi,2016,Tapi2016,27.307692,2016,gujarat,843930,843930,tapi,
India,gujarat,tapi,2017,Tapi2017,22.681448,2017,gujarat,946511,946511,tapi,
India,gujarat,tapi,2018,Tapi2018,38.444443,2018,gujarat,1034399,1034399,tapi,
India,gujarat,the dangs,2000,The Dangs2000,21.0625,2000,gujarat,86431,187486.0647,the dangs,0.31
India,gujarat,the dangs,2001,The Dangs2001,,2001,gujarat,93455,202722.5206,the dangs,0.31
India,gujarat,the dangs,2002,The Dangs2002,,2002,gujarat,101603,220397.1565,the dangs,0.31
India,gujarat,the dangs,2003,The Dangs2003,,2003,gujarat,118525,257104.3471,the dangs,0.31
India,gujarat,the dangs,2004,The Dangs2004,,2004,gujarat,125599,272449.2629,the dangs,0.31
India,gujarat,the dangs,2005,The Dangs2005,8.4375,2005,gujarat,197270,311996.4363,the dangs,0.31
India,gujarat,the dangs,2006,The Dangs2006,19.833334,2006,gujarat,213954,338383.3605,the dangs,0.31
India,gujarat,the dangs,2007,The Dangs2007,9.0714283,2007,gujarat,239253,378395.5156,the dangs,0.31
India,gujarat,the dangs,2008,The Dangs2008,20.5625,2008,gujarat,249480,394570.2384,the dangs,0.31
India,gujarat,the dangs,2009,The Dangs2009,10,2009,gujarat,284732,450323.7659,the dangs,0.31
India,gujarat,the dangs,2010,The Dangs2010,40.411766,2010,gujarat,315892,499605.5064,the dangs,0.31
India,gujarat,the dangs,2011,The Dangs2011,32.35294,2011,gujarat,336886,532809,the dangs,0.31
India,gujarat,the dangs,2012,The Dangs2012,47.53846,2012,gujarat,596659,596659,the dangs,0.31
India,gujarat,the dangs,2013,The Dangs2013,30.727272,2013,gujarat,641489,641489,the dangs,0.31
India,gujarat,the dangs,2014,The Dangs2014,23.6,2014,gujarat,705629,705629,the dangs,0.31
India,gujarat,the dangs,2015,The Dangs2015,26.25,2015,gujarat,774775,774775,the dangs,0.31
India,gujarat,the dangs,2016,The Dangs2016,14.565217,2016,gujarat,843930,843930,the dangs,0.31
India,gujarat,the dangs,2017,The Dangs2017,17.279577,2017,gujarat,946511,946511,the dangs,0.31
India,gujarat,the dangs,2018,The Dangs2018,65.263161,2018,gujarat,1034399,1034399,the dangs,0.31
India,gujarat,vadodara,2000,Vadodara2000,38.586208,2000,gujarat,86431,187486.0647,vadodara,0.33
India,gujarat,vadodara,2001,Vadodara2001,,2001,gujarat,93455,202722.5206,vadodara,0.33
India,gujarat,vadodara,2002,Vadodara2002,,2002,gujarat,101603,220397.1565,vadodara,0.33
India,gujarat,vadodara,2003,Vadodara2003,,2003,gujarat,118525,257104.3471,vadodara,0.33
India,gujarat,vadodara,2004,Vadodara2004,54.482758,2004,gujarat,125599,272449.2629,vadodara,0.33
India,gujarat,vadodara,2005,Vadodara2005,52.689655,2005,gujarat,197270,311996.4363,vadodara,0.33
India,gujarat,vadodara,2006,Vadodara2006,81.400002,2006,gujarat,213954,338383.3605,vadodara,0.33
India,gujarat,vadodara,2007,Vadodara2007,71,2007,gujarat,239253,378395.5156,vadodara,0.33
India,gujarat,vadodara,2008,Vadodara2008,39.200001,2008,gujarat,249480,394570.2384,vadodara,0.33
India,gujarat,vadodara,2009,Vadodara2009,25.294117,2009,gujarat,284732,450323.7659,vadodara,0.33
India,gujarat,vadodara,2010,Vadodara2010,113.22222,2010,gujarat,315892,499605.5064,vadodara,0.33
India,gujarat,vadodara,2011,Vadodara2011,49.476189,2011,gujarat,336886,532809,vadodara,0.33
India,gujarat,vadodara,2012,Vadodara2012,103,2012,gujarat,596659,596659,vadodara,0.33
India,gujarat,vadodara,2013,Vadodara2013,61,2013,gujarat,641489,641489,vadodara,0.33
India,gujarat,vadodara,2014,Vadodara2014,66.066666,2014,gujarat,705629,705629,vadodara,0.33
India,gujarat,vadodara,2015,Vadodara2015,92.92308,2015,gujarat,774775,774775,vadodara,0.33
India,gujarat,vadodara,2016,Vadodara2016,53.586208,2016,gujarat,843930,843930,vadodara,0.33
India,gujarat,vadodara,2017,Vadodara2017,119.82366,2017,gujarat,946511,946511,vadodara,0.33
India,gujarat,vadodara,2018,Vadodara2018,79.533333,2018,gujarat,1034399,1034399,vadodara,0.33
India,gujarat,valsad,2000,Valsad2000,68.466667,2000,gujarat,86431,187486.0647,valsad,0.32
India,gujarat,valsad,2001,Valsad2001,,2001,gujarat,93455,202722.5206,valsad,0.32
India,gujarat,valsad,2002,Valsad2002,,2002,gujarat,101603,220397.1565,valsad,0.32
India,gujarat,valsad,2003,Valsad2003,,2003,gujarat,118525,257104.3471,valsad,0.32
India,gujarat,valsad,2004,Valsad2004,65.800003,2004,gujarat,125599,272449.2629,valsad,0.32
India,gujarat,valsad,2005,Valsad2005,49.615383,2005,gujarat,197270,311996.4363,valsad,0.32
India,gujarat,valsad,2006,Valsad2006,28.76923,2006,gujarat,213954,338383.3605,valsad,0.32
India,gujarat,valsad,2007,Valsad2007,47.166668,2007,gujarat,239253,378395.5156,valsad,0.32
India,gujarat,valsad,2008,Valsad2008,57.75,2008,gujarat,249480,394570.2384,valsad,0.32
India,gujarat,valsad,2009,Valsad2009,29.615385,2009,gujarat,284732,450323.7659,valsad,0.32
India,gujarat,valsad,2010,Valsad2010,51.625,2010,gujarat,315892,499605.5064,valsad,0.32
India,gujarat,valsad,2011,Valsad2011,48.846153,2011,gujarat,336886,532809,valsad,0.32
India,gujarat,valsad,2012,Valsad2012,79.583336,2012,gujarat,596659,596659,valsad,0.32
India,gujarat,valsad,2013,Valsad2013,46.727272,2013,gujarat,641489,641489,valsad,0.32
India,gujarat,valsad,2014,Valsad2014,30.866667,2014,gujarat,705629,705629,valsad,0.32
India,gujarat,valsad,2015,Valsad2015,41.454544,2015,gujarat,774775,774775,valsad,0.32
India,gujarat,valsad,2016,Valsad2016,31.652174,2016,gujarat,843930,843930,valsad,0.32
India,gujarat,valsad,2017,Valsad2017,35.377712,2017,gujarat,946511,946511,valsad,0.32
India,gujarat,valsad,2018,Valsad2018,83.85714,2018,gujarat,1034399,1034399,valsad,0.32
India,haryana,ambala,2000,Ambala2000,129.94705,2000,haryana,51090,108122.6108,ambala,0.37
India,haryana,ambala,2001,Ambala2001,247,2001,haryana,55036,116473.5958,ambala,0.37
India,haryana,ambala,2002,Ambala2002,153.5,2002,haryana,58410,123614.0477,ambala,0.37
India,haryana,ambala,2003,Ambala2003,,2003,haryana,64156,135774.4024,ambala,0.37
India,haryana,ambala,2004,Ambala2004,179.39999,2004,haryana,69688,147481.8654,ambala,0.37
India,haryana,ambala,2005,Ambala2005,110.75,2005,haryana,94011,160804.8717,ambala,0.37
India,haryana,ambala,2006,Ambala2006,147.54546,2006,haryana,104700,179088.2989,ambala,0.37
India,haryana,ambala,2007,Ambala2007,125.84,2007,haryana,112896,193107.4746,ambala,0.37
India,haryana,ambala,2008,Ambala2008,184.25999,2008,haryana,121588,207975.0533,ambala,0.37
India,haryana,ambala,2009,Ambala2009,164.375,2009,haryana,136780,233960.8168,ambala,0.37
India,haryana,ambala,2010,Ambala2010,188.82857,2010,haryana,146053,249822.1902,ambala,0.37
India,haryana,ambala,2011,Ambala2011,,2011,haryana,158523,271152,ambala,0.37
India,haryana,ambala,2012,Ambala2012,160.35715,2012,haryana,289756,289756,ambala,0.37
India,haryana,ambala,2013,Ambala2013,135.71428,2013,haryana,314931,314931,ambala,0.37
India,haryana,ambala,2014,Ambala2014,164.92308,2014,haryana,333359,333359,ambala,0.37
India,haryana,ambala,2015,Ambala2015,204,2015,haryana,372700,372700,ambala,0.37
India,haryana,ambala,2016,Ambala2016,147,2016,haryana,412055,412055,ambala,0.37
India,haryana,ambala,2017,Ambala2017,155.66667,2017,haryana,434407,434407,ambala,0.37
India,haryana,ambala,2018,Ambala2018,154.5,2018,haryana,470328,470328,ambala,0.37
India,haryana,bhiwani,2000,Bhiwani2000,438.75,2000,haryana,51090,108122.6108,bhiwani,0.27
India,haryana,bhiwani,2001,Bhiwani2001,,2001,haryana,55036,116473.5958,bhiwani,0.27
India,haryana,bhiwani,2002,Bhiwani2002,,2002,haryana,58410,123614.0477,bhiwani,0.27
